Adresa,lat,lon
"Jiráskova 1071, 51601 Rychnov nad Kněžnou",50.1686754,16.2682722
"Drslavice, 68733 Veletiny",49.0450477,17.5820949
"Na Písku 55, 28574 Záboří nad Labem",50.0249863,15.3541325
"Sázavská, 56301 Lanškroun",49.90761,16.6205397
"Dolní 217, 74266 Štramberk",49.5884513,18.1130275
"Liberecká 49, 47001 Česká Lípa",50.6831938,14.56165
" Hůry 226, 373 71 České Budějovice",49.0039553,14.5194785
"Kosmonautů 502, 36005 Karlovy Vary",50.2335877,12.8547939
"Komenského 144, 50346 Třebechovice pod Orebem",50.1997463,15.9958938
"Krátká 147, 36225 Nová Role",50.2700108,12.7862371
"94, 53803 Vyžice",49.9338762,15.6580216
"7, 39181 Zálší",49.186921,14.7005303
"Nad Špejcharem 717, 51301 Semily",50.6054475,15.3359225
"211, 28563 Tupadly",52.7295608,20.0287077
"177, 53851 Bítovany",49.8955613,15.9225459
"168, 53851 Bítovany",49.8955613,15.9225459
"141, 53835 Zaječice",49.9100183,15.8791926
"U Hvízdala 1440/10, 37011 České Budějovice",48.9974855,14.4478713
"Karlova 2459, 35002 Cheb",50.0798068,12.3786071
"171, 51242 Poniklá",50.6524569,15.4523267
"4, 53825 Nasavrky",49.8522624,15.7981682
"13, 28601 Opatovice I",49.8887541,15.3852095
"Dr.E.Beneše 1316, 56002 ČESKÁ TŘEBOVÁ",49.90719,16.4419525
"Ke Stadionu 442, 53821 Slatiňany",49.9149313,15.81487
"Gorazdova 79, 57101 Moravská Třebová",49.7560661,16.6625797
"12, 28601 Žehušice",49.8887541,15.3852095
"285, 28533 Církvice",50.5892565,14.0369372
"185, 51725 Čermná nad Orlicí",50.0766361,16.1320512
"Rašovice 9, 51721 Týniště nad Orlicí",50.1456301,16.1303775
"Anglická 1461, 53901 Hlinsko",49.7572926,15.9078638
"Nová 303, 68501 Bučovice",49.1519242,16.9918029
"52, 37901 Třeboň",49.0102782,14.8004307
58282 FRYDNAVA 75,49.7808332,15.4876407
"Dr. Markoviča 4, 915 01 Nové Mesto nad Váhom",48.7621978,17.8313106
"13, 56501 Újezd u Chocně",50.0041736,16.2194742
"J.Nygrína 339, 56201 Ústí nad Orlicí",49.9730644,16.3902611
"Zbraslavice 400, 28521 ZBRASLAVICE",49.8100575,15.1723776
"Libštát 317, 51203 Libštát",50.5588216,15.4238604
"Husovo náměstí 100, 51251 Lomnice nad Popelkou",50.5314842,15.3718836
"326, 56151 Letohrad",50.0333018,16.5085125
"180, 53352 Staré Hradiště",49.0799284,17.4392521
"Velešovice 1, 68301 Velešovice",49.1668857,16.8427394
"306, 56141 Řetová",49.9452274,16.3812667
"Staré Místo 72, 50601 Jičín",50.4065889,15.3405819
"Žižkovská 275, 28571 VRDY",49.9165451,15.4736375
"Třebětínská 200/16, 67961 Letovice",49.5582133,16.5864721
"Zámecká 470, 53843 TŘEMOŠNICE",49.865094,15.5840915
"Valy 157, 53501 Valy",50.026181,15.6172933
"145, 78982 Moravičany",49.7562603,16.9618365
"120, 53862 Čankovice",49.9635526,15.9369325
"Čankovice 119, 53862 HROCHŮV TÝNEC",49.9576042,15.91216
"Chotusice 46, 28576 CHOTUSICE",49.9469103,15.3955598
"18, 28562 Hostovlice",49.860628,15.4644078
"Na Obci 91, 53304 SEZEMICE",50.0913426,15.8435874
"110, 50361 Lovčice",50.1676658,15.3836722
"Vlčkovická 223/1a, 500 04 Hradec Králové",50.1923064,15.777837
"Závodu míru 255, 36017 Karlovy Vary",50.2413172,12.8389221
"6, 28542 Červené Janovice",49.8326872,15.2530372
"214, 28542 Červené Janovice",49.8346103,15.2533327
"1, 28522 Zbraslavice",49.7573419,15.1204762
"V LUKÁCH   982, 53803 HEŘMANŮV MĚSTEC",49.950345,15.6678663
"17, 58401 Bělá",-15.9189198,-49.6017439
"Slaměníkova 27A, 61400 Brno",49.221858,16.6474777
"114, 67172 Miroslavské Knínice",48.9774765,16.3220498
"Ke Stadionu 111, 53843 TŘEMOŠNICE",49.8667163,15.5769811
"Skryšovská 1916, 39320 PELHŘIMOV",49.4186845,15.2235286
"Krajní 680, 25242 Jesenice",49.9669927,14.5283199
"Petrusova 1658/2, 56802 Svitavy",49.7625274,16.4529162
"127, 28401 Svatý Mikuláš",49.9909138,15.350492
"184, 56002 Česká Třebová",49.9021593,16.4472039
"17, 53501 Sovolusky",50.0191033,15.5647359
"S. K. Neumanna 1008, 36301 Ostrov",50.308725,12.9567925
"149, 54901 Černčice",50.3358472,16.1025945
"U Cihelny 351, 54701 Náchod",50.4074534,16.1463588
"99, 36452 Štědrá",50.0849115,13.157985
"1, 53973 Skuteč",49.8412549,15.996262
"80, 53701 Rabštejnská Lhota",49.9485399,15.7875251
"Pražská 312, 28163 Kostelec nad Černými lesy",49.991865,14.8549938
"Havlíčkova 727, 53401 Holice",50.0704801,15.9861063
"J.Palacha 324, 53002 Pardubice",50.0243235,15.7710232
"69, 36272 Kyselka",50.2571539,12.9856141
"Vančurova 299/24, 36017 Karlovy Vary",50.2478855,12.8338829
"72, 53821 Slatiňany",49.9011038,15.806829
"206, 56153 Dolní Čermná",49.9785963,16.5657982
"Sokolská 188, 26718 Srbsko",49.93784,14.1336613
"Brožíkova 489/10, 26601 Beroun",49.9670137,14.0826392
"SOVETICE 19, 50315 NECHANICE",50.2572028,15.6494599
"Hradecká 545, 53352 Pardubice",50.0623014,15.7751011
"Švermova 111, 39811 Protivín",49.2121075,14.2107409
"143, 56802 Opatovec",49.7571272,16.4706484
"Opatovec 110, 56802 Opatovec",49.8021836,16.477015
"Hlavní 10, 28574 Záboří nad Labem",50.0244701,15.35205
"22, 28502 Suchdol",49.9522694,15.1666461
"Chudčická 1045/25, 641 00  Brno - Žebětín",49.2167077,16.4963339
"Nerudova 871, 28504 UHLÍŘSKÉ JANOVICE",49.8768716,15.0682066
"121, 51721 Lípa nad Orlicí",50.1356163,16.0980067
"137, 28572 Bílé Podolí",49.9564856,15.4910222
"Neškaredice 97, 28401 KUTNÁ HORA",49.9330626,15.3114288
"Pražská 238, 36471 Bochov",50.1485932,13.0546648
"26, 28601 Červené Janovice",49.8887541,15.3852095
"Na Brunclíku 178/6, 28401 Kutná Hora",49.9500238,15.292676
"K Jakubu 278, 28401 Kutná Hora",49.949968,15.2929762
"24, 58401 Bojiště",49.6961377,15.2816774
"Za Cukrovarem 633, 76901 Holešov",49.3279771,17.5501427
"Stará Ovčárna 46, 35601 Sokolov",50.1663089,12.6667041
"náměstí Mládeže 656, 37501 Týn nad Vltavou",49.2260993,14.4267168
"Za Nádražím 215, 38101 Český Krumlov",48.8219016,14.3220041
"209, 35301 Stará Voda",47.701918,19.0525049
"Na Kovárně 1215/29, 31200 Plzeň",49.7565884,13.4239926
"35, 35301 Vlkovice",49.9610519,12.6874518
"163, 37341 Hosín",49.037162,14.4759993
"Libická Lhotka 20, 58277 LIBICE NAD DOUBRAVOU",49.7358169,15.7001723
"83, 28522 Čestín",49.7573419,15.1204762
"Rudoltice 268, 56125 Rudoltice",49.9020559,16.5553362
"44, 28401 Kutná Hora",49.7925737,14.9824042
"Hlavní 60, 37001 Homole",48.9361854,14.4036687
"Svobodova 187, 36225 Nová Role",50.2689164,12.7854537
"Na Skalce 206, 58401 LEDEČ NAD SÁZAVOU",49.692136,15.2789068
"49, 54374 Dolní Kalná",50.5429264,15.6397694
"Koželská 679, 58401 Ledeč nad  Sázavou",49.6907817,15.2764285
"Drtinova 175/2, 50311 Hradec Králové",50.2193846,15.8070933
"Za Škodovkou 592/3, 50311 Hradec Králové",50.2197266,15.8094507
"Kněžpole, 68712 Kněžpole",49.0988538,17.518016
"58, 28502 Suchdol",49.9522694,15.1666461
"Ve Struhách 363, 39003 Tábor",49.4182393,14.6479892
"Hněvkovského, 61700 Brno-jih",49.1769144,16.6232157
"U Vlečky 592, 66442 Modřice",49.1157826,16.608418
58224 OUDOLEŇ,49.6593287,15.7556482
"Zlatovská cesta 36, 91105 Trenčín",49.5269691,18.8427293
"Kňažské 767/29, 911 05 Trenčín",48.9015931,17.9999909
"Malín 42, 28401 Kutná Hora",49.9678241,15.3026151
"_, _____ _",,
"Prostřední Lánov 171, 54341 Lánov",50.6196838,15.6582763
"Dělnická 2824/7, 37006 České Budějovice",48.9712255,14.494565
28601 BILE PODOLI,49.9564856,15.4910222
"Smetanova 1, 53372 MORAVANY",49.9984238,15.9425375
"Plzeňská 881/7b, 35301 Mariánské Lázně",49.9563755,12.7019636
"Velká nad Veličkou, 69674 Velká nad Veličkou",48.8911669,17.524238
"Bratislavská 1159/21, 69301 Hustopeče",48.9295982,16.7517483
"Mariánská 361, 36471 Bochov",50.148532,13.0410972
"Albrechtice, 56301 Albrechtice",49.9210245,16.6435171
"Lipová 151, 56601 Vysoké Mýto",49.9603027,16.1664699
"Závodí 215/14, 68201 Vyškov",49.2939759,16.9825583
"Jižní 389, 33002 Dýšina",49.7728236,13.493332
"75, 373 47 Sedlec",,
"Lochy 1485, 28601 Čáslav",49.9267174,15.3547334
"Zelená 319, 53372 Mrnka",50.0006746,15.9436307
"Kollárova 49, 036 01 Martin",49.0573943,18.9173816
"Beranov 25, 36461 Teplá",49.9998815,12.8983571
"Neškaredice 73, 28401 KUTNÁ HORA",49.9354151,15.3118594
"Pod Nadražím 1204/6, 28601 CASLAV",49.9141264,15.4009705
"Za Klíčovem 1, 19000 Praha 9",50.1228475,14.5100294
"43, 56552 České Heřmanice",49.9318835,16.2538391
"Vašátkova 1060, 517 21 Týniště nad Orlicí",50.1518963,16.0722894
"K bělidlu, 28401 KUTNÁ HORA",49.9486965,15.278855
"Korunní 2569/108, 10100 PRAHA 10 - VINOHRADY",50.0750909,14.4586737
"Vlastějovice 132, 28523 VLASTĚJOVICE",49.7340124,15.1792422
25763 TRHOVÝ ŠTĚPÁNOV,49.7116864,15.0135299
"Na Sioně 327, 28401 Kutná Hora",49.9507246,15.2688079
"Husova 691, 53973 Skuteč",49.8392037,15.9951781
"Zvěřinova 1020, 53973 Skuteč",49.8390207,15.9965403
"112, 54907 Nahořany",49.1409426,13.8292897
"CHRUDIMSKA 1173, 2801 CASLAV",49.9107894,15.3972565
"Čáslavská 225, 28401 Kutná Hora",49.9482215,15.2841656
"Rváčovská 1820, 539 01 Hlinsko v Čechách",49.7647744,15.89401
"Srnská 382, 53901 HLINSKO V ČECHÁCH",49.7658851,15.8966738
"Rosice 160, 53834 ROSICE U CHRASTI",49.9204074,15.949988
59233 RADESINSKA SVRATKA 42,49.5083188,16.0863088
"69, 28504 Onomyšl",49.8779876,15.0656465
"Průmyslová, 696 42 Vracov",48.9809468,17.2051112
"159, 28572 BILE PODOLI",49.9564856,15.4910222
"Železničáířů 885, 27280 KLADNO - Kročehlavy",50.10557,14.53688
53843 Mladotice 41,49.8678738,15.5460138
"Sokolská 1, 56204 Ústí nad Orlicí",49.9717968,16.3636244
"Zbyslavská 252, 28571 Vrdy",49.9278775,15.4660775
"Ke hřisti 309, 28531 Nové Dvory",49.9645023,15.3295462
"Rohozec 30, 28401 KUTNÁ HORA",49.9764213,15.3814874
"Jateční 426, 40019 Ústí nad Labem-PŘEDLICE",50.6606976,13.9964049
"Polepská 831, 28002 Kolín",50.0205258,15.2086562
"Hlavní 109, 25226 Třebotov",49.9756775,14.3033099
"Klikatá, 15800 Praha",50.0566582,14.3666259
"Nádražní 220, 53862 Hrochův Týnec",49.9652875,15.9061106
"Jiráskova 694, 56201 Ústí nad Orlicí",49.9754492,16.4006679
"V Zahradách 327, 58282 Golčův Jeníkov",49.81812,15.4822513
"Rastislavova 20, 949 01 Nitra",48.3218489,18.0429756
"Mostná 13, 949 01 Nitra",48.3157362,18.0912043
"10, 28126 Žiželice",50.0618778,15.3750634
"Nádražní 726, 69662 Strážnice",48.8976987,17.3173436
"Pobřežní 20, 28401 KUTNA HORA",49.9456842,15.2730203
"75, 28901 Činěves",50.2457692,15.2194861
"Bydžovská Lhotka 52, 504 01 Nový Bydžov",,
"Javornická 1609, 51601 Rychnov nad Kněžnou",50.1633093,16.2800911
"Tovární 303, 53804 PRACHOVICE",49.8894563,15.6286438
"Vinohrady 9546/3c, 94002 Nové Zámky",48.0062074,18.1659932
"Dománovice 56, 28002 KOLÍN",50.1115653,15.3238682
"Bantice 72, 67161 Prosiměřice",48.8942206,16.1870995
"6, 28533 Církvice",49.9473633,15.3376229
"44, 28401 Černíny",49.9394844,15.2647023
"Číhošť 44, 58287 ČÍHOŠŤ",49.7399171,15.3402639
"Dolní Roneň 1, 53371 DOLNÍ ROVEŇ",50.0253267,15.985475
"66, 28401 Chlístovice",49.9394844,15.2647023
"Chotusice č.p.61, 28576 CHOTUSICE",49.9476182,15.3946232
"Lázeňská 114, 35601 Královské Poříčí",50.1922728,12.6797679
"23, 28401 Svatý Mikuláš",48.9711678,19.581245
"Šebestěnice, 28601 Šebestěnice",49.8291086,15.3721328
"Věžovatá pláňě 8, 38232 VELEŠÍN",48.8211538,14.4340744
"Školní 164, 28574 Záboří nad Labem",50.0253551,15.3503137
"Zbraslavice č.p.7, 28521 ZBRASLAVICE",49.8153264,15.1866528
"30, 28565 Zbýšov",49.8133393,15.3526557
"Zámecké náměstí 67, 28561 ŽLEBY",49.8891251,15.4838688
"Dolní nám.254, 39601 HUMPOLEC",49.5420067,15.3591089
"Za Olomouckou ulicí, 79601 PROSTĚJOV",49.4704321,17.1102325
"Primátorská 296, 18000 Praha",50.1135847,14.4731718
"Mělnická 73/106, 27711 Libiš",50.2787751,14.5001788
"Lermontovova 811/3, 811 05 Bratislava",48.1515098,17.1038053
"Gen. M. R. Štefanika 392/12, 911 01 Trenčín",48.8947045,18.0475956
"Polepská 867, 28002 Kolín",50.0172943,15.2072052
"K Bělidlu 13, 28401 Kutná Hora",49.9493567,15.2824273
"Zemědělská 1131, 50003 Hradec Králové",50.2188524,15.8659406
"Příčná 129/3, 77900 OLOMOUC",49.5942584,17.2907598
"Jungmanova 1162, 28201 ČESKÝ BROD",50.0598794,14.8417797
"Masarykovo náměstí 4, 56401 Žamberk",50.0869416,16.4657125
"93, 56501 Běstovice",50.0041736,16.2194742
"U Lípy 866, 54901 Nové Město nad Metují",50.3584288,16.1542075
"Běstviny 31, 51801 Dobrůška",50.3202488,16.1468338
"Běstviny 31, 518 01 Dobruška - Běstviny",,
"U panelárny 538/1, 77900 OLOMOUC",49.6036658,17.2897592
28601 LOCHY,49.9244884,15.3540022
"Okružní 103, 54242 Pilníkov",50.5304952,15.8192291
"Horní Úlehla 230/43, 77900 Olomouc",49.6129157,17.3348972
"Jana Želivského 186, 56802 Svitavy",49.7636477,16.473825
"9, 51263 Žernov",50.5376152,15.2557267
"Žlábek 24,  512 63 Tatobity - Žlábek",,
"Sladkovského 700, 53701 Chrudim",49.95042,15.8004366
"47, 56544 Sruby",49.9962043,16.1724325
"28, 28401 Bernardov",49.9394844,15.2647023
"Pražská 1081, 28601 Čáslav",49.9156075,15.3872637
"66, 36001 Stanovice",50.2222991,12.8750285
"Komenského 90, 53854 Luže",49.8943701,16.0298188
"Boženy Němcové 1137, 28601 Čáslav",49.9090355,15.3988833
"Kraskov 12, 538 05  Seč - Kraskov",49.8683443,15.6268495
"35, 53802 Morašice",49.9331399,15.7089818
"380, 79331 Světlá Hora",48.9048824,18.6968271
"U Sušárny 208, 74755 DOLNÍ ŽIVOTICE",49.9104212,17.7816396
"Jarošovská 869/II, 37702 Jindřichův Hradec",49.1546342,15.016678
"Šafaříkova 3994/13, 69501 Hodonín",48.8536974,17.134737
"Nádražní 150, 56301 LANŠKROUN",49.9054213,16.5999046
"Na Bíle 1231, 56514 CHOCEŇ",50.0110276,16.2150249
"Nedakonice 396, 68738 Nedakonice",49.0302535,17.3772082
"Zlechovská 1713, 686 03 Staré Město",49.0694838,17.41284
"CASLAV, 28601 ČÁSLAV",49.9152571,15.3947274
"Plzeňská 1478, 36001 Karlovy Vary",50.2203011,12.8368906
"49, 51741 Polom",50.1100671,16.2164657
"Jičínská 96, 50711 Valdice",50.4580946,15.3867942
"Dělnická 166, 50601 Jičín",50.4319008,15.3596219
"Tyršova 1241/22, 28601 Čáslav",49.9164548,15.3916336
"Opatov, 56912 Opatov",49.8151191,16.4860058
"Blanická 922, 12000 Praha",50.0782895,14.4395153
"K Panelarne 384, 36001 Otovice",50.2558164,12.8797006
"Soukenická, 51601 Rychnov nad Kněžnou",50.1591498,16.2728153
"T. N. Kautníka 165, 56501 Choceň",50.0074188,16.21763
"41, 56982 Borová",50.2369388,12.8405371
"U Kostelíčka 60, 28002 Kolín",50.0318872,15.2063009
"Roháčova 297, 13000 Praha",50.0872524,14.4579779
"Dvořákova 339, 55001 BROUMOV",50.5781013,16.3378449
"SNP 653/23, 95701 Bánovce nad Bebravou",48.7235706,18.2529265
"Dobšická 3697, 66902 Znojmo",48.8531195,16.0723086
"Dobšická 3697/6, 66902 Znojmo",48.8531195,16.0723086
"Havlíčkova 1598, 68001 Boskovice",49.4987701,16.6652038
"Havlíčkova 63, 68001 Boskovice",49.4987701,16.6652038
"Modletice 105, 25101 Modletice",49.9699297,14.5932672
"Koudelov 43, 28601 ČÁSLAV",49.913081,15.4060031
"Doly 423, 51801 Dobruška",50.3008738,16.1774188
"Zdeňka Nejedlého 293, 51801 Dobruška",50.2880149,16.1955782
"nA bĚLIŠTI 72/16, 28601 ČÁSLAV",49.9118119,15.3820898
"Pernerova 653, 18600 Praha",50.0901178,14.4507631
"Chocerady 238, 25724 Chocerady",49.8753623,14.7966447
"U Dráhy 828/8, 78913 Zábřeh",49.8840551,16.8918062
"Horská 51, 54101 Trutnov",50.5770801,15.894105
"Moravská 367, 57001 Litomyšl",49.8648213,16.323575
"Masarykovo náměstí 329, 28126 Týnec nad Labem",50.0420842,15.3565841
"Jihoslovanská 429, 54301 Vrchlabí",50.6257001,15.6135925
"Chotěvice 62, 54376 Vrchlabí",50.5188822,15.7643885
"44, 56201 Oucmanice",49.9832629,16.3767499
"17. listopadu 139, 54234 Malé Svatoňovice",50.5335913,16.0468088
"Batňovice 187, 54237 Batňovice",50.5185127,16.0377517
"7, 54941 Červený Kostelec",50.4735807,16.0958871
"397, 54906 Bohuslavice",50.3124471,16.0873425
"Domašínská 340, 51801 Dobruška",50.2924175,16.1663138
"Vrázova 10, 35002 Cheb",50.0762352,12.3884199
"Kpt. Sochora 123, 39003 Tábor",49.4234344,14.6442039
"Na Nivách 287, 78391 Uničov",49.7641138,17.1220224
"Koldova 294, 28401 Kutná Hora",49.9660236,15.2995402
"nám. Na podkově 327, 56992 Bystré",49.6288727,16.3471313
"125, 28163 Konojedy",49.9485751,14.8512486
"K Čihadlu 731, 67963 Velké Opatovice",49.6176825,16.67225
"Horensko 203, 67963 Velké Opatovice",49.6133613,16.6757013
"Československé Armády 543, 25801 Vlašim",49.7062979,14.9076425
"154, 54941 Červený Kostelec",50.476505,16.0926214
"Horní Kostelec 12, 54941 Červený Kostelec",50.4857963,16.1058638
"Dr. Václava Peška 661, 53701 Chrudim",49.9434688,15.792989
"U Vodojemu 990, 39165 Bechyně",49.3047686,14.4768545
"118, 57001 Benátky",45.5700964,12.8160144
"Kapitána Jaroše 405, 57001 Litomyšl",49.8594595,16.2815311
"K elektrárně 226, 53312 Chvaletice",50.030781,15.4444391
"132, 56125 Rudoltice",49.7234984,17.6265861
"Vranice 21, 28504 Zbizuby",49.8006872,15.0033144
"Havlíčkova 89, 28531 Nové Dvory",49.9686838,15.3269388
"Brodská 268, 58281 Habry",49.7493601,15.4884625
"Vilémov 259, 58283 VILÉMOV",49.8133197,15.5432079
"41, 28921 Kostomlaty nad Labem",50.1844643,14.9588149
"Podhůra 157, 53821 SLATIŇANY",49.92426,15.79558
"115, 36272 Šemnice",50.5520582,23.6239729
"Jabloňová 851, 28522 ZRUČ NAD SÁZAVOU",49.7384987,15.1062395
"Mikulovice 48, 530 02 Pardubice",49.9894265,15.7753824
"Rubešova 139, 53701 Chrudim",49.9533217,15.8020771
"7, 56543 Zámrsk",49.9874409,16.1230662
"Vrázova 2632/14, 35002 Cheb",50.0760217,12.3895656
"Jasenná 213, 76313 Jesenná",49.2572644,17.897083
"37, 28002 Červené Pečky",50.0330708,15.1905655
"Vinice 48, 28601 ČÁSLAV",49.8887541,15.3852095
"Husova 78, 53854 LUŽE",49.8950556,16.0291241
"11, 28601 Močovice",49.8887541,15.3852095
"101, 28401 Svatý Mikuláš",49.0835785,19.612785
"Hroznětínská 227, 36001 Otovice",50.2500491,12.8756675
"22, 36001 Sadov",50.2222991,12.8750285
"125, 28531 Nové Dvory",49.4996388,15.6779593
"Ústecká 479, 56002 Česká Třebová",49.9185051,16.4378531
"53, 58282 Golčův Jeníkov",49.8044094,15.4947231
"Husitská 346, 78701 Šumperk",49.9676029,16.9769194
"18, 36471 Stružná",50.1619633,13.0057973
"49, 56912 Opatov",49.8271376,16.4953433
" Soběslavská 849/14, 390 02 Tábor",49.4084941,14.6844085
"Ječná 717, 32600 Plzeň",49.7318673,13.411868
"Ostřetín 217, 53401 Ostřetín",50.0517406,16.0381037
"Dolní Lukavice 136, 334 44 Dolní Lukavice",49.6025066,13.3394715
"Tř.Krále Jiřího 291, 28101 VELIM",50.0696487,15.1121903
"26, 28201 Chrášťany",50.0598794,14.8417797
"Církvice 201, 28533 CÍRKVICE U KUTNÉ HORY",49.9470182,15.3268808
"212, 28533 Církvice",49.9465015,15.337375
"Korotice 52, 28601 Čáslav",49.8887541,15.3852095
"Hluboký Důl 130, 28002 Nebovidy",50.0036096,15.2215209
"39, 28401 POLIČANY",49.9394844,15.2647023
"Turá Lúka 630, 90703 Myjava",48.7444536,17.5051762
"Hurbanova 623/24, 90701 Myjava",48.7509551,17.563281
"Frýdecká 2037, 73701 Český Těšín",49.7356676,18.6040413
"Malín, 28401 KUTNÁ HORA",49.9678241,15.3026151
"Příčná 3, 77241 OLOMOUC",49.5942584,17.2907598
"Zbudovice 26, 28601 časlav",49.8887541,15.3852095
"46, 28601 Okřesaneč",49.8887541,15.3852095
"Zahradní 76, 54101 Trutnov",50.5736963,15.89438
"Plhovská 87, 54701 Náchod",50.4175713,16.1683538
"BEZRUCOVA 637, 28504 UHLÍŘSKÉ JANOVICE",49.8752849,15.0587538
"Holice 866, 77900 Olomouc",49.5735853,17.2754355
"Štefánikova 5, 949 01 Nitra",48.3128777,18.0880415
"Hviezdoslavova 157, 033 01 Liptovský Hrádok",49.0353033,19.7195488
"Zahradní 76, 54102 Trutnov",50.5736963,15.89438
"Jabloňová 904, 28522 Zruč nad Sázavou",49.7361742,15.1067251
"Tyršova 564, 54232 Úpice",50.5125176,16.0081375
"Zarazická 23, 69801 Veselí nad Moravou",48.9414685,17.3656317
"Libušina 338, 33701 Rokycany",49.7395519,13.5791734
"Letkovská 42/17, 326 00 Plzeň 2-Slovany",49.7324015,13.426631
"Jana Palacha 324, 53009 Pardubice",50.0305319,15.7694097
"Boršovská 2228/5, 69734 KYJOV",49.020293,17.1236164
"Pod Vinicí 308, 28601 Vrdy",49.9195538,15.4864688
"Na Zlaté stoce 127/36, 37005 České Budějovice",48.9821381,14.4536621
"Pražská 435, 28163 Kostelec nad Černými lesy",49.9921963,14.8517388
"Dlouhá, 76321 Slavičín",49.0838925,17.8843372
"Štrampouch 84, 28601 ČÁSLAV",49.8887541,15.3852095
"Mahenova 256, 28601 ČÁSLAV",49.8887541,15.3852095
"areal bývalych kasaren 100, 35471 Velka Hledsebe",48.9168758,17.0959066
"Nová Závoď 933, 54232 Úpice",50.5145909,16.0051845
" Palackého 394, 54232 Úpice",50.5076601,16.02756
"Bratčice 129, 28601 ČÁSLAV",49.8887541,15.3852095
"44, 54232 Maršov u Úpice",50.5107573,16.0138512
"Palackého 484, 54232 Úpice",50.51465,16.0161988
"57, 53401 Poběžovice u Holic",50.0731169,15.9926839
"Zvěřinova 41, 53973 Skuteč",49.8401751,15.9986063
"Rubešova 356, 53973 Skuteč",49.8443077,15.9978568
"Bratčice 104, 28563 TUPADLY",49.868738,15.4094254
"Za Humny 235, 28575 Žehušice",49.9728212,15.4058356
"Stanum 1008, 35731 Horní Slavkov",50.1347613,12.7959474
"Generála Fanty 342, 382 41 Kaplice",,
"Hlavní 111, 56401 Dlouhoňovice",50.070563,16.4450729
"Černilov 99, 50343 Černilov",50.2651527,15.9283923
"Na Táboře 1107, 54901 Nové Město nad Metují",50.3398713,16.15767
"Johnova 508, 54901 Nové Město nad Metují",50.3535313,16.15456
"Luční 464, 51301 Semily",50.6044763,15.3275275
"Varnsdorfská 341, 19000 Praha",50.1258714,14.4950462
"22, 37821 Doňov",49.2090335,14.8631002
"191, 56002 Česká Třebová",49.9021593,16.4472039
"Koldova 299, 28401 Kutná Hora",49.9658113,15.2996487
"Ovesná 1866, 58301 Chotěboř",49.7189388,15.660635
"Chmelná 8, 38203 Křemže",48.9353839,14.2781863
"Červené Janovice 92, 28542 ČERVENÉ JANOVICE",49.8301602,15.2592715
"Hrádecká 377, 31200 Plzeň",49.757026,13.4319896
"Krátká 1635/5, 28802 NYMBURK",50.1901532,15.0281056
"Žacká 1427, 28601 ČÁSLAV",49.9083601,15.3865469
"8, 58282 Kraborovice",49.8044094,15.4947231
"82, 28601 Močovice",49.8887541,15.3852095
"120, 39843 Podolí I",49.3611376,14.3120243
"Pod zahrady 327, 50346 Třebechovice pod Orebem",50.1993013,15.9961749
"Kpt. Jaroše 376, 39003 Tábor",49.4191308,14.6485331
"164, 46845 Velké Hamry",50.7143764,15.3150838
"Navarovská 1, 46847 Zlatá Olešnice",50.7138784,15.3433456
"generála Svobody 108, 53351 Pardubice",50.0430812,15.7314609
"Na Obci 197, 28401 KUTNÁ HORA - MALÍN",49.9700949,15.3053816
"Dvořisko 55, 56501 CHOCEŇ",49.9764288,16.2016438
"Prokopa Velikého 362, 28002 KOLÍN III",50.0197318,15.2007601
"24, 28401 Kobylnice",49.9394844,15.2647023
"Bezručova 1286, 33202 Starý Plzenec",49.6961933,13.4649526
"Na kovárně 29, 31200 PLZEŇ",49.7565884,13.4239926
"Pátek 140, 29001 PODĚBRADY",50.1478899,15.1244675
"227, 28563 Tupadly",52.7295608,20.0287077
"134, 56156 Horní Čermná",49.9705301,16.607717
"Kostická 1336/32a, 69151 Lanžhot",48.7261051,16.9703313
"Hrušecká 400, 691 54 Týnec",48.7803776,17.00506
"Čs. armády 1005, 26751 Zdice",49.9026147,13.9799821
"Orlice 120, 56151 Letohrad",50.0292901,16.5155613
"Kolová 123, 36001 Kolová",50.1866349,12.9060786
"Rudolfa Těsnohlídka 1540, 28601 ČÁSLAV",49.8887541,15.3852095
"408, 35801 Jindřichovice",49.1377087,15.6386849
"Rohatecká 412, 69602 Ratíškovice",48.9183738,17.1667963
"151, 36001 Kolová",50.1874344,12.9033343
"62, 56943 Městečko Trnávka",49.6511516,16.7077701
"41, 36401 Toužim",50.0607602,12.9849922
"140, 50901 Nová Paka",50.4947616,15.5149801
"Štikov 140, 50901 Nová Paka",50.483331,15.5443758
"Nová 383, 58282 Golčův Jeníkov",49.8133575,15.4725138
"Nová Sídla 30, 570 01 Nová Sídla",49.8802424,16.2424882
"Ruská Nová Ves 281, 080 05 Prešov",48.9775856,21.3133309
"Jilemnického 4, 080 01 Prešov",48.9765601,21.2461872
"59, 56401 Šedivec",50.086676,16.4856808
"Mírová 275, 58282 Golčův Jeníkov",49.8223538,15.4718213
"Uhříňovice 9, 51721 TÝNIŠTĚ NAD ORLICÍ",50.1513047,16.0877844
"T. G. Masaryka 828, 53701 Slatiňany",49.9180201,15.8143699
"K Mokřinám 335, 28401 KUTNÁ HORA",49.9656876,15.3066539
"K Mokřinám 335, 28401 Kutná Hora",49.9656876,15.3066539
"Komárov 76, 53002 Dolní Roveň",50.0402563,15.9482037
