Adresa,lat,lon
"Tepelská 606/7, 35301 Mariánské Lázně",49.9471748,12.7092553
"Klášterní 47, 28506 Sázava",49.8747025,14.8954513
"9, 56501 Choceň",50.0053537,16.1950319
"Králická 1007, 56301 Lanškroun",49.9202862,16.6231671
"21, 28401 Bernardov",49.9394844,15.2647023
"108, 39804 Lety",47.922942,-3.6784426
"Na Výhoně 3682, 69501 Hodonín",48.867348,17.1386237
"174, 28572 Bílé Podolí",49.9564856,15.4910222
"Tyršova 21, 51754 Vamberk",50.1140588,16.2905368
"Na rozcestí 259, 37001 Nové Homole",48.9323434,14.3915762
"Lázeňská 1001, 56201 Ústí nad Orlicí",49.967945,16.3912148
"5, 53803 Úherčice",49.9338762,15.6580216
"Kubátova 776, 28504 Uhlířské Janovice",49.8825241,15.0633489
"Přestavlky 4, 53862 HROCHŮV TÝNEC",49.9576042,15.91216
"Družstevní 84, 57001 Litomyšl",49.8774325,16.3128575
"Kornice 53, 57001 Litomyšl",49.8901225,16.2987438
"Olomoucká 350/61, 78985 Mohelnice",49.7670038,16.9204038
"Bačetin 28, 51801 Dobruška",50.2880149,16.1955782
"101, 51721 Týniště nad Orlicí",50.155176,16.073135
"206, 28128 Radovesnice II",50.1040654,15.3677204
"Lukavice 236, 51603 LUKAVICE",50.2056044,16.3039255
"Štedrá 50, 36452 Štedrá",50.0576248,13.1118481
"74, 67972 Kunštát",49.5071346,16.5177639
"131, 38242 Netřebice",48.7907828,14.455568
"30, 38242 Střítež",48.775427,14.4665529
"T.G.Masaryka 828, 53701 Slatiňany",49.9180201,15.8143699
"Čsl.Legií, 51401 Jilemnice",50.6031664,15.514242
"Chlístovská 81, 54901 Nové Město nad Metují",50.331458,16.1553833
"134, 28601 Semtěš",49.9597389,15.5133748
"Hlavní 81/31, 36263 Dalovice",50.2474733,12.8913069
"Hvozdec 110, 26762 Hvozdec",49.8074011,13.8754665
"78, 53002 Jezbořice",50.0178652,15.7832257
"71, 53843 Bousov",49.8728061,15.5719937
"59, 26101 Příbram",49.6872792,14.0051848
"46, 26102 Lazec",49.6787322,13.9975348
"Kornice, 57001 Litomyšl",49.8922417,16.3021042
"Wolkerova 741, 78985 Mohelnice",49.7793988,16.907705
"Ujezd 84, 78985 Mohelnice",49.7657317,16.9058876
"Husova 409, 28561 ŽLEBY",49.8902463,15.4890463
"Tepelská 285, 36401 Toužim",50.0591858,12.9871794
"Lípová 382, 28571 Vrdy",49.9171288,15.4728413
"217, 28533 Církvice",49.9465015,15.337375
"Rymaně 908, 25210 Mníšek pod Brdy",49.8588775,14.2806763
"71, 56543 Zámrsk",49.9874409,16.1230662
"144, 28163 Nučice",50.0174655,14.2319511
"ČS Armády 670, 28161 Kouřim",50.0021167,14.9768577
"125, 28572 Bílé Podolí",49.9564856,15.4910222
"343, 262 91 Kosova Hora",,
"Na navsi 1 (Veltruby), 28002 Kolín",50.0698269,15.1871713
"62, 53345 Stéblová",50.1346616,15.7621083
"Havlíčkova 283, 53973 Skuteč",49.84675,15.9962325
"Fučíkova, 53851 Chrast",49.9034391,15.938501
"Březnická 81, 26101 Příbram",49.6833647,14.0068228
"Vltavská 353, 25245 Březová-Oleško",49.9023618,14.4062712
"31, 53803 Heřmanův Městec",49.9338762,15.6580216
"náměstí Míru 188, 53803 HEŘMANŮV MĚSTEC",49.9469253,15.6652635
"Hlinická 983, 39843 Tábor",49.4128976,14.6819775
"Krokova 445, 37901 Třeboň",49.0076361,14.7600961
"K Jakubu 70, 28401 Kutná hora",49.9488414,15.2924001
"V Olšinách 418, 28401 KUTNÁ HORA",49.9581554,15.287548
"Pionýrů 1292, 35601 Sokolov",50.1819143,12.6480379
"Chelčického 1563, 36001 Karlovy Vary",50.226495,12.858958
"stanovice 103, 36001 Stanovice",50.177655,12.8608163
"Peciny 202, 57001 Litomyšl",49.8729913,16.3221288
"Havlíčkova 168, 53304 Sezemice",50.0649951,15.8535475
"Tyršova 434, 50713 Železnice",50.4755999,15.3877599
"Roháčova 2203, 35601 Sokolov",50.1731217,12.6425423
"Krmivářská, 56152 Verměřovice",50.0097345,16.5572728
"Na Parkáně 330, 28121 Červené Pečky",49.9796477,15.2054216
"Jeníkovská 1687, 28601 Čáslav",49.901106,15.4034768
"Majerova 2316/28, 30100 Plzeň",49.7279308,13.371574
"tř. 1. máje 478,  334 41  Dobřany",49.653908,13.2946523
"Komenského 527, 29501 Mnichovo Hradiště",50.5245363,14.9778988
"Nákladní, 29501 Mnichovo Hradiště",50.5183763,14.9783026
"Miličín 340, 257 86 Miličín",49.5701717,14.6627659
"39, 35735 Tatrovice",50.2395961,12.7365143
"254, 56002 Rybník",50.080942,18.4587419
"u pily 591, 370 01 České budějovice",48.9890914,14.5155776
"Na Stránce 245, 25230 Řevnice",49.914895,14.2290438
"Husova 183, 266 01  Beroun-Zavadilka",49.9542352,14.0751926
"84, 53821 Lukavice",49.9011038,15.806829
"Medunova 646, 53821 Slatiňany",49.9214026,15.8103313
"84, 56301 Horní Třešňovec",49.9147773,16.6267021
"Sportovní  98, 58281 HABRY",49.761085,15.4854099
"Na Výsluní 1218, 58301 Chotěboř",49.7122063,15.6667519
"Veliká 17, 58401 LEDEČ NAD SÁZAVOU",49.6961377,15.2816774
"BENATKY 40, 58263 ZDIREC n.D.",49.6998841,15.8164285
"Bohdíkovská 2867, 78701 Šumperk",49.9819688,16.9430146
"Jilemnického 869, 56151 Letohrad",50.0356989,16.5018557
"100, 78401 Litovel",49.7065247,17.0761588
"Tři Dvory 103, 78401 Tři Dvory",50.0336353,15.2508391
"135, 51603 Rychnov nad Kněžnou",50.1979926,16.2987761
"Střitež 41, 57201 Polička",49.7501776,16.2400313
"3, 26272 Chrást",49.561541,13.9733206
"Pivovarská 240, 267 01 Králův Dvůr",49.9268579,14.0203135
"U Stadionu 493, 50901 Nová Paka",50.4939913,15.5132925
"Neškaredice 27, 28401 Kutná Hora",49.9354274,15.3130452
"301, 39174 Želeč",50.2384851,13.5574115
"Stránského 3054, 390 02 Tábor",49.4161079,14.6822691
"V Chalupách 77, 28561 Žleby",49.8878101,15.4800113
"Loketská 262, 36006 Karlovy Vary",50.2265656,12.8147721
"98, 54236 Libňatov",50.4824793,16.0002634
"Palackého 484, 542 32 Úpice",50.51465,16.0161988
"DRAHOBUDICE 17, 28144 ZÁSMUKY",49.949729,15.0444976
"Prostřední 131, 69617 Dolní Bojanovice",48.8564749,17.0287625
"Pražská 64, 67961 Letovice",49.5551133,16.5764274
"Kollárova 158, 28401 Kutná Hora",49.949734,15.267799
"85, 56401 Pastviny",50.086676,16.4856808
"Horní Sloupnice 12, 56553 Sloupnice",49.9217913,16.315305
"Svatokřížská 338, 53842 Ronov nad Doubravou",49.8843913,15.5341875
"Sadová 31, 54233 Rtyně v Podkrkonoší",50.5020563,16.0725538
"Lázeňská 248, 69123 Pohořelice",48.9811558,16.5293847
"Nádražní 940, 66701 Židlochovice",49.029492,16.6156754
"Staré místo 5, 50601 Jičín",50.4044288,15.3456315
"11, 36471 Stružná",50.1619633,13.0057973
"Vepříkov 11, 58301 CHOTĚBOŘ",49.726392,15.6722893
"Dubějovice 28, 25763 Trhový Štěpánov",49.7019163,15.0488913
"Panská Habrová, 51601 Rychnov nad Kněžnou",50.1877151,16.3101507
"Osvobození 197, 68722 Ostrožská Nová Ves",48.9987463,17.4305413
"446, 56907 Radiměř",49.6993368,16.4403513
"Sepekov 24, 39851 Sepekov",49.4337206,14.4120608
"16, 56914 Vendolí",49.7382022,16.4180202
"ZADNÍ  182/3, 56802 Svitavy",49.7660456,16.4725575
"Horky 117, 28563 TUPADLY",49.868738,15.4094254
"Urbánkova 3362/51, 14300 PRAHA 4- MODŘANY",50.0022671,14.4293886
"Chotusice 49, 28576 CHOTUSICE",49.9503656,15.3974555
"Hrbáč, 76331 Brumov-Bylnice",49.0833703,18.0236526
"Závratec 46, 53843 TŘEMOŠNICE",49.8793888,15.5668588
"124, 53701 Sobětuchy",49.9314106,15.7633777
"Javorová 967, 28163 KOSTELEC NAD ČERNÝMI LESY",49.9890438,14.86082
"Doubravčany 17, 28144 ZÁSMUKY",49.9609899,15.0050266
"84, 28565 Zbýšov",49.8133393,15.3526557
"9, 78324 Měrotín",49.6713564,16.9620533
"Nerudova 1343, 51741 Kostelec nad Orlicí",50.1273026,16.2030625
"Rudé armády 1576, 51741 Kostelec nad Orlicí",50.1178245,16.2266278
"Vodní 280, 36401 Toužim",50.0577958,12.9839714
"Skorkov 20, 294 74 Předměřice n. Jizerou",,
"Fáblovka 404, 53352 Pardubice",50.0628186,15.7722355
36452 Zlutice,50.0919193,13.1629708
"Zákostelí 91, 67971 Lysice",49.4546,16.538325
"U Polikliniky 1060, 56401 Žamberk",50.0826836,16.4623737
"Klostermanova, 56401 Dlouhoňovice",50.086676,16.4856808
"Bieblova 782/7, 50003 Hradec Králové",50.2186506,15.8695603
"154, 28563 Tupadly",49.868924,15.4078045
"Hálkova 79, 51741 Kostelec nad Orlicí",50.1305226,16.2200737
"Kollárova 94/26, 35301 Mariánské Lázně",49.9580212,12.7020953
"9, 28401 Kutná Hora",49.9284341,15.2415332
"Náchodská 3077, 39003 Tábor",49.4255755,14.6557235
"Církvice 82, 28533 CÍRKVICE U KUTNÉ HORY",49.9473633,15.3376229
"BÍLÉ PODOLÍ 174, 285 72 BÍLÉ PODOLÍ",49.9616715,15.4853468
"Hniličkova 50, 53701 CHRUDIM 2",49.9485399,15.7875251
"Bělá 13, 58401 LEDEČ NAD SÁZAVOU",49.6961377,15.2816774
"Drobovice, 28601 ČÁSLAV",49.8964134,15.40645
"V zákoutí, 28401 Kutná Hora",49.9472531,15.2887151
"24, 53501 Litošice",50.0191033,15.5647359
"Ľ. Zúbka 1457/4, 92001 Hlohovec",48.438726,17.8037368
"Tesáre 195, 956 21 Tesáre",48.6002741,18.0900862
"T. N. Kautníka 453, 56501 Choceň",50.0078851,16.21818
"Folmavská 1152, 30100 Plzeň",49.7295217,13.335542
"U Panasonicu 273, 53006 Pardubice - Staré Čivice",50.0246357,15.6858376
"V Tejnecku 731, 53701 Chrudim",49.9491839,15.8044513
"Mrákotín 47, 53901 Mrákotín",49.8103102,15.948363
"Dlouhá 727/39, 11000 PRAHA 1",50.0912346,14.4267504
"Orlove 253, 1701 Povážská Bystica",,
"Nábrežná 994/8, 1701 Považská Bystrica",49.1070199,18.4545045
"140, 28401 Svatý Mikuláš",49.9909138,15.350492
"Česká 866, 53705 Chrudim",49.9547924,15.809921
"Petrov nad Desnou 393, 78816 Petrov nad Desnou",50.0049833,17.0503648
"Sokolovská 428, 18600 Praha",50.0953019,14.4577639
"Vejprnická 671, 31800 Plzeň",49.7431131,13.3335214
"Koprník 32, 29401 KNĚŽMOST",50.4747276,15.0136125
"Dašická 146, 53701 Chrudim",49.9564838,15.7983145
"Potěhy 181, 28563 TUPADLY",49.868738,15.4094254
"Katovická 175, 38601 Strakonice",49.2607135,13.8969199
"K Raškovci 807, 28002 KOLÍN II",50.0330708,15.1905655
"94, 39143 Oldřichov",49.5271764,14.8042957
"Chlebovická 729/2, 19900 Praha 18",50.1384582,14.5138792
"Vápenická 475, 54301 Vrchlabí",50.6199536,15.6235705
"SEDIVEC 59, 56401 Žamberk",50.086676,16.4856808
"Vlčkovická 223/1a, 50004 Hradec Králové",50.1923064,15.777837
"Petříkovická 109, 54101 Trutnov",50.5811176,15.9689588
"Polanecká 849, 72108 Ostrava - Svinov",49.7920267,18.193878
"kamenolom ZDECHOVICE, 53311 Zdechovice",50.0145665,15.4709478
"Starokolínská ul., 28002 KOLÍN II",50.0330708,15.1905655
"Josefa Sodomky 429, 34192 Kašperské Hory",49.1409428,13.5593941
"Pod Vrchem 966/19, 31200 Plzeň",49.7464955,13.4146454
"77, 54907 Rychnovek",50.3509863,16.0795331
"Krátká 490, 54901 Nové Město nad Metují",50.3550327,16.1335708
"26, 54901 Černčice",50.3515268,16.146774
"Podměstí 120, 56151 Letohrad",50.0317975,16.497885
"Vítkovická 3257, 70200 OSTRAVA",49.8260626,18.2796014
"Rolsberská 66, 77900 OLOMOUC",49.586556,17.2899049
"Žlutý kopec 1438/23, 79201 BRUNTÁL",49.9900726,17.4760388
"Pod Nádražím 1204/6, 28601 ČÁSLAV",49.9141264,15.4009705
"Na ostrově 177, 53701 CHRUDIM 1",49.9485399,15.7875251
"Albrechtická 1787/121, 79401 KRNOV",50.09964,17.6740913
"Černá silnice 369, 29501 MNICHOVO HRADIŠTĚ",50.5162588,14.9634838
"Olomoucká 350/61, 78985 MOHELNICE",49.7670038,16.9204038
"Sloupno 71, 50353 SLOUPNO",50.2578192,15.4966495
"Palackého 1675/25, 74101 NOVÝ JÍČÍN",49.590617,17.9995179
"Vítkovická 3257/7, 70200 OSTRAVA",49.8260626,18.2796014
"V Malé Doubravce 1242/27, 31200 PLZEŇ",49.7507066,13.4129724
"V Drahelinkách 124, 34201 SUŠICE",49.2433296,13.5393274
"Žerotínova 830/63, 78701 ŠUMPERK",49.9532619,16.9805684
"Podvesná XVII/3833, 76092 ZLÍN",49.2270563,17.6929488
"Tovární 1553, 53501 Přelouč",50.0375938,15.5826163
"Modřínová 2055, 28601 Čáslav",49.901469,15.3851165
"30, 53845 Běstvina",49.8352327,15.5945932
"Slovenská 656, 53705 Chrudim",49.9523064,15.8076275
"Zdislavice 214, 25764 ZDISLAVICE",49.6805189,14.9837444
"Zdislavice 214, 25764 Zdislavice",49.6805189,14.9837444
"Hlavní, 56802 Svitavy",49.764848,16.4739693
"Potoční 157, 35301 Mariánské Lázně",49.9511936,12.6873991
"78, 28545 Kluky",49.9063252,15.3260892
"Bousov 21, 53843 Třemošnice",49.8728061,15.5719937
"Včelařská 251, 266 01 Tetín",49.9459488,14.1018634
"Cerekvice nad Loučnou 121, 56953 Cerekvice nad Loučnou",49.8989642,16.2165446
"U Hájků 53, 28002 Kolín",50.0064072,15.2344151
"Pražského povstání 543, 54102 TRUTNOV",50.5802088,15.8882175
"Horská 199, 54102 TRUTNOV 4",50.5867763,15.8843588
"Žabokreky 195, 038 40 Žabokreky",49.0264751,18.9188263
"Tyršova 1182, 66442 Modřice",49.135952,16.5997441
"Jungmannova 448, 53303 Dašice",50.0324475,15.9096588
"Gellhornova 2235/8, 67801 Blansko",49.3521551,16.6624792
"Riegrova 451, 53862 Hrochův Týnec",49.9584852,15.9096695
"Škvorecká 33, 25082 Úvaly",50.0669563,14.7389163
"Sportovní 778, 53501 Přelouč",50.0407338,15.5650338
"Železničářů 885, 27280 KLADNO-KROČEHLAVY",50.1298742,14.1035477
"9.Května 92, 75002 Přerov",49.4347449,17.4568457
"Komenského 544, 53003 Pardubice",50.027234,15.7898787
"Pod Vyšehradem 272, 58282 GOLČŮV JENÍKOV",49.8151213,15.4765813
"Jámy 12, 51601 Rychnov nad Kněžnou",50.1507934,16.278044
"Brník 76, 28163 OLEŠKA",49.9806551,14.9120638
"Ke hřísti 309, 28531 Nové Dvory",49.9645023,15.3295462
"Dolní Nouzov 415, 28101 VELIM",50.063265,15.1228914
"Na obci 197, 28401 KUTNÁ HORA",49.9700949,15.3053816
"U Havírny 598, 28401 Kutná Hora",49.9533784,15.2564624
"Havířská stezka 68, 28401 Kutná Hora",49.9607621,15.2748908
"Poděbradova 134, 50601 Jičín",50.4200653,15.3502457
"Číhošť 58, 58287 ČÍHOŠŤ",49.7399171,15.3402639
"Klostermanova 1519, 56401 Žamberk",50.0807502,16.4462409
"Rudoltice 132, 561125 Rudoltice",49.9020559,16.5553362
"67, 68001 Chrudichromy",49.4908689,16.6866885
"Rudoltice 132, 56125 Rudoltice",49.9020559,16.5553362
"Vlčnov 30, 53701 Chrudim",49.9313501,15.8282463
"Vraclavská 169, 56601 VYSOKÉ MÝTO",49.9535335,16.1426462
"Markovická 260, 28571 Vrdy",49.9170551,15.4703474
"K lipám 132, 39701 PÍSEK",49.300454,14.1325989
"Náchodská 13, 54103 Trutnov",50.57373,15.9504975
28601 CHOTUSICE,49.9493549,15.3944503
"Chedrbí 37, 28601 ČÁSLAV",49.8887541,15.3852095
"Licoměřice 42, 53843 TŘEMOŠNICE",49.8728061,15.5719937
"Smetanovo nábřeží 327/14, 11000 PRAHA",50.0840477,14.4135486
"Tupadly 220, 28563 Tupdly",49.868738,15.4094254
"Hradišťko I 151, 28002 KOLÍN II",50.0330708,15.1905655
"Baníkov 75/14, 972 71 Nováky",48.7149754,18.5337679
"Šimonovská 549/9, 972 71 Nováky",48.7235101,18.549625
"Říčanská 1191, 76312 Vizovice",49.2122135,17.8628193
"Výčapy 49, 28601 ČASLAV",49.8887541,15.3852095
"Dolní Třebonín 196, 38201 DOLNÍ TŘEBONÍN",48.8572735,14.3971477
"Tupadly 56, 28563 TUPADLY",49.8767081,15.3952028
"Horný Oháj, Poľná 279, 952 01 Vráble 952 01",,
"51, 36225 Nová Role",50.2776699,12.7988729
"Hory 140, 36001 Karlovy Vary",50.2139119,12.7814576
"Na Belisti, 28601 Čáslav",49.9113326,15.3848922
"Hlohov 38, 58401 Číhošť",49.7602282,15.3049529
"Viničná 6, 28401 Kutná Hora",49.9594502,15.2777599
"DROBOVICE 181, 28601 CASLAV",49.8887541,15.3852095
"Chomutovská 3230, 43801 ŽATEC",50.3396275,13.5412353
"Čejč 66, 696 14 Čejč",48.9367417,16.9617618
"Starohradská 407, 57201 POLIČKA",49.7162675,16.2516738
"Sokolská 615, 28101 VELIM",50.0572827,15.1024861
28576 CHOTUSICE 87,49.9526288,15.3946225
28002 Planany,50.0497234,15.0296817
"Sportovní 160, 58281 HABRY",49.7601175,15.48612
"Nádražní 386, 53351 PARDUBICE",50.049635,15.742385
"Brněnská 1372, 68603 Staré Město",49.073692,17.4261463
"KOSMONAUTU 201, 28572 DOLNI BUCICE",49.9255238,15.464395
"Kosovská 16, 58601 JIHLAVA",49.3910081,15.6075057
"Rohozec 31, 28401 KUTNÁ HORA",49.9763231,15.3825528
"Ke hřišti 309, 28531 NOVÉ DVORY",49.9645023,15.3295462
"Olomoucká 1402/81, 78985 Mohelnice",49.7662804,16.9209683
"Raisova 1744/34, 56802 Svitavy",49.7553883,16.4536358
"Smetanova 113, 28504 Uhlířské Janovice",49.8881941,15.0626183
"Starokolinska 168, 28401 Kutná Hora",49.9681814,15.3071845
"Karlovarská, 36471 Bochov",50.1517673,13.0448926
"Revoluční 404, 53401 HOLICE V ČECHÁCH",50.0696751,15.995075
"Platěnice 4, 53002 Moravany",50.0109701,15.9543863
28533 JAKUB,49.9527199,15.337346
"187, 28533 CIRKVICE",50.5892565,14.0369372
"Kaplanova 2959/6, 76701 Kroměříž",49.3094593,17.4003705
"Na Obci 109, 28401 KUTNÁ HORA",49.9696592,15.3034053
"Damníkov 46, 56123 Damníkov",49.8708204,16.5497134
"Průmyslová 394, 26701 Králův Dvůr",49.9433811,14.0337566
"Havlíčkova 600, 28002 Kolín",50.0123225,15.2258685
"86, 28144 CHOTOUCHOV",49.949729,15.0444976
"Slatina 114, 56601 Slatina",49.9822456,16.1580947
"Vlašimská 302, 25763 TRHOVY STEPANOV",49.7124124,15.0103416
"Vysokomýtská 1740, 56501 CHOCEŇ",49.987127,16.2120977
"Boženy Němcové 319, 33442 Chlumčany",49.6282912,13.309002
"Tupadly 55, 28563 TUPADLY",49.8767081,15.3952028
"Žižkova 367, 28561 Žleby",49.8894588,15.471315
"Plzeňská 378, 26701 KRÁLŮV DVŮR",49.9502609,14.0429163
"Vejprnická 671/54, 318 00 Plzeň",49.7431131,13.3335214
"Rychnov nad Malší 52, 38272 DOLNÍ DVOŘIŠTĚ",48.6699886,14.4869774
"Benešova 316, 28401 Kutná Hora",49.9536647,15.2728657
"Poličská 1685, 53901 Hlinsko",49.767582,15.9193569
"Malešov 267, 28541 MALEŠOV",49.9097164,15.2275699
"E.Košťála 958, 530012 PARDUBICE",50.0371397,15.7741315
"Hrubý Šúr 420, 903 01 Hrubý Šúr",48.1614231,17.4224679
"Pod Lachovcom 1203, 2001 Púchov",49.1290963,18.3225535
"Podhorie 2777, 1861 Beluša",49.0423907,18.3159229
"Česká 1/40, 28401 Kutná Hora",49.9527374,15.2626084
"Příbramská 1903, 26301 Dobříš",49.7765901,14.1669578
"218, 28563 Tupadly",49.868924,15.4078045
"Křešice 42, 257 53 Olbramovice",49.659746,14.6151516
"Pohraniční stráže 361, 35301 Velká Hleďsebe",49.9628341,12.6787611
"Svatý Mikuláš 7,  284 01 Svatý Mikuláš",49.9889342,15.3547495
" Dasný 34, 37341 Hluboká nad Vltavou",49.0537568,14.4235113
"Jabloňová 842, 36017 Karlovy Vary",50.2506137,12.8342982
"317, 51203 Libštát",50.5605385,15.4153323
"Hlavní 381, 56802 Svitavy",49.7857231,16.4807425
"Hlavní 82/61, 56802 Svitavy",49.764848,16.4739693
"Jevanská 744, 28163 KOSTELEC NAD ČERNÝMI LESY",49.9855426,14.8481538
"Štrková 1001/42, 010 01 Žilina",49.1905826,18.7247153
"Mlýnská 2607/1A, 69701 Kyjov",49.0214357,17.1278746
"Kameničná č.252, 946 01 Kameničná",47.8103072,18.012916
"Jana Nohy 1285, 25601 BENEŠOV U PRAHY",49.7792939,14.6794143
"Chýnovská 2989, 39002 Tábor",49.4066169,14.6897181
"Hrnčířská 218, 28401 Kutná Hora",49.9575558,15.2851291
"Moravská 786, 57001 LITOMYŠL",49.8655401,16.32075
"Moravská 786, 57001 Litomyšl",49.8655401,16.32075
"U velkého rybníka 33, 31200 Plzen Bolevec",49.7718471,13.3952339
"104, 78385 Šumvald",49.8309378,17.1338385
"Dudychova 525, 53401 HOLICE V ČECHÁCH",50.0712263,15.9785688
"44, 50782 Pecka",50.4793484,15.6060023
"Bašnice 93,  508 01  Bašnice",50.3276918,15.6061281
"34, 28533 Církvice",49.9473633,15.3376229
"Plhovská 320, 54701 Náchod",50.4180838,16.1655474
"Hornoměcholupská 663, 10900 PRAHA 10-Horní Měcholupy",50.0401161,14.5672414
"Šedivská 834, 56151 Letohrad",50.0390363,16.5104563
"Selec 329, 913 36 Selec",48.789541,17.9883657
"Komárov u Holic 17, 53002 Dolní Roveň",50.0441983,15.9453287
"Nógradiho 326/44, 986 01 Biskupice",48.2542735,19.829031
"Rožňavská 2, 821 01 Bratislava",48.1664418,17.1542943
"Krátká 81, 57101 Moravská Třebová",49.7585662,16.6657299
"104, 53002 Jezbořice",49.980574,15.6946725
"Havlíčkova 136, 53803 Heřmanův Městec",49.9493738,15.6716838
"Lipůvka 343, 679 22 Lipůvka",49.3476053,16.5585159
"31, 56123 Damníkov",49.8719493,16.5796478
"Severní 872/15, 36005 KARLOVY VARY",50.2386176,12.8533963
"Mírová 144, 35735 MÍROVÁ",50.2359769,12.7724117
"Žerotínova 923/43, 78701 Šumperk",49.9582659,16.9759804
"Průmyslová 55, 28522 Zruč nad Sázavou",49.7396309,15.1022359
"Klímova 268, 28509 KÁCOV",49.7814427,15.0258418
"Nad Kostele 167/7, 36001 Březová",50.2222991,12.8750285
"Železničiarska 1045/5A, 900 51 Zohor",48.3240184,16.9883053
"Osvobození 365, 67902 Ráječko",49.3955458,16.6434975
"Rumunská 1861, 56802 Svitavy",49.7575085,16.4542121
"Kpt.Jaroše 47, 56802 Svitavy",49.8673859,16.3127041
"Vrchovská 1813, 28601 ČÁSLAV",49.9171398,15.3983556
"Václavská 274, 53701 CHRUDIM",49.9453963,15.8015525
"Odborník 16, 78901 Zábřeh",49.8772817,16.862648
"Holečkova 789, 15000 Praha",50.0737772,14.3943216
"Zadní 182/3, 56802 Svitavy",49.7660456,16.4725575
"Hadovce 209, 945 01 Komárno - Hadovce",47.7768486,18.0911704
